Date,Charge_Capacity,Current
2015-11-13 09:13:44,0,0
2015-11-13 09:13:55,0.002777453946922,0
2015-11-13 09:14:05,0.005555428070533,0
2015-11-13 09:14:15,0.00833392252729,0
2015-11-13 09:14:25,0.011114544372017,0
2015-11-13 09:14:35,0.01389383401743,0
2015-11-13 09:14:45,0.016671991619328,0
2015-11-13 09:14:55,0.019449377098801,0
2015-11-13 09:15:05,0.022227205407475,0
2015-11-13 09:15:15,0.025005108672638,0
2015-11-13 09:15:25,0.027783850035573,0
2015-11-13 09:15:35,0.030561756772136,0
2015-11-13 09:15:45,0.033339014139782,0
2015-11-13 09:15:55,0.036116184332841,0
2015-11-13 09:16:05,0.038894034812826,0
2015-11-13 09:16:15,0.041673572733901,0
2015-11-13 09:16:25,0.044452605666514,0
2015-11-13 09:16:35,0.047232613164128,0
2015-11-13 09:16:45,0.050010801697247,0
2015-11-13 09:16:55,0.052790048917888,0
2015-11-13 09:17:05,0.055568811712147,0
2015-11-13 09:17:15,0.058346998700215,0
2015-11-13 09:17:25,0.061127371144525,0
2015-11-13 09:17:35,0.063905586665259,0
2015-11-13 09:17:45,0.066684286686323,0
2015-11-13 09:17:55,0.069464918950185,0
2015-11-13 09:18:05,0.072243059408067,0
2015-11-13 09:18:15,0.075020908670746,0
2015-11-13 09:18:25,0.077801001307618,0
2015-11-13 09:18:35,0.080578323713832,0
2015-11-13 09:18:45,0.083358366829195,0
2015-11-13 09:18:55,0.086137066733459,0
2015-11-13 09:19:05,0.088915201261406,0
2015-11-13 09:19:15,0.091692575258163,0
2015-11-13 09:19:25,0.094471241713938,0
2015-11-13 09:19:35,0.097248646937911,0
2015-11-13 09:19:45,0.100026284450963,0
2015-11-13 09:19:55,0.102805521515162,0
2015-11-13 09:20:05,0.105582641298048,0
2015-11-13 09:20:15,0.108361344201208,0
2015-11-13 09:20:25,0.111138989323101,0
2015-11-13 09:20:35,0.113916639595247,0
2015-11-13 09:20:45,0.116694555088318,0
2015-11-13 09:20:55,0.119472192734261,0
2015-11-13 09:21:05,0.1222492848936,0
2015-11-13 09:21:15,0.125028544201978,0
2015-11-13 09:21:25,0.127805647245666,0
2015-11-13 09:21:35,0.130583818761542,0
2015-11-13 09:21:45,0.133360948503797,0
2015-11-13 09:21:55,0.136138580096195,0
2015-11-13 09:22:05,0.138915995350062,0
2015-11-13 09:22:15,0.141695257657663,0
2015-11-13 09:22:25,0.144472893109373,0
2015-11-13 09:22:35,0.147250862407184,0
2015-11-13 09:22:45,0.150028750317257,0
2015-11-13 09:22:55,0.152808346288714,0
2015-11-13 09:23:05,0.155585208908632,0
2015-11-13 09:23:15,0.158364993752808,0
2015-11-13 09:23:25,0.161143469870113,0
2015-11-13 09:23:35,0.163920867635659,0
2015-11-13 09:23:45,0.166700173081549,0
2015-11-13 09:23:55,0.169479415925403,3.25998592376709
2015-11-13 09:24:05,0.172256314590473,3.26025485992432
2015-11-13 09:24:15,0.175034728639407,3.25993633270264
2015-11-13 09:24:25,0.177812919451171,3.25993061065674
2015-11-13 09:24:35,0.180591910179361,3.25994396209717
2015-11-13 09:24:45,0.183371462813791,3.25993824005127
2015-11-13 09:24:55,0.186150507963687,3.25998210906982
2015-11-13 09:25:05,0.188930596171888,3.16609477996826
